@relation raw_sales

@attribute datesold date dd-MM-yyyy
@attribute postcode numeric
@attribute price numeric
@attribute propertyType {house,unit}
@attribute bedrooms numeric

@data
08-09-2018,2615,524000,house,3
09-09-2018,2903,540000,house,3
10-09-2018,2617,312500,house,1
11-09-2018,2611,472000,house,4
12-09-2018,2615,432000,house,3
13-09-2018,2914,500000,house,3
14-09-2018,2615,275000,house,4
15-09-2018,2615,545000,house,3
17-09-2018,2905,409500,house,3
18-09-2018,2615,450000,house,3
19-09-2018,2906,450000,house,3
20-09-2018,2615,430000,house,3
21-09-2018,2906,440000,house,3
22-09-2018,2617,405000,house,2
24-09-2018,2905,467500,house,3
25-09-2018,2914,440000,house,5
26-09-2018,2906,510000,house,3
27-09-2018,2615,460000,house,3
28-09-2018,2601,268000,house,1
29-09-2018,2614,575000,house,3
01-10-2018,2914,915000,house,5
02-10-2018,2615,626000,house,3
03-10-2018,2607,560000,house,2
04-10-2018,2906,495000,house,3
05-10-2018,2906,470000,house,3
06-10-2018,2913,500000,house,3
07-10-2018,2603,1290000,house,4
08-10-2018,2617,450000,house,3
09-10-2018,2902,575000,house,4
10-10-2018,2617,585000,house,4
11-10-2018,2615,547500,house,3
12-10-2018,2614,495000,house,2
13-10-2018,2906,427000,house,3
14-10-2018,2617,800000,house,4
15-10-2018,2913,480000,house,3
16-10-2018,2906,440000,house,3
17-10-2018,2617,372000,house,3
18-10-2018,2905,376000,house,3
19-10-2018,2615,465000,house,3
20-10-2018,2614,550000,house,3
21-10-2018,2602,772500,house,4
22-10-2018,2902,507000,house,3
23-10-2018,2615,443000,house,3
24-10-2018,2914,425000,house,4
25-10-2018,2914,522500,house,3
26-10-2018,2905,517000,house,3
27-10-2018,2615,426000,house,3
29-10-2018,2913,433000,house,3
30-10-2018,2615,550000,house,4
31-10-2018,2615,538000,house,3
01-11-2018,2612,360000,house,1
02-11-2018,2615,480000,house,3
03-11-2018,2615,530000,house,3
05-11-2018,2614,601000,house,3
06-11-2018,2615,62000,house,4
07-11-2018,2902,477000,house,2
08-11-2018,2615,583000,house,3
09-11-2018,2615,410000,house,2
10-11-2018,2615,392500,house,2
12-11-2018,2906,420000,house,3
13-11-2018,2906,450000,house,3
14-11-2018,2902,415000,house,3
15-11-2018,2615,481500,house,3
16-11-2018,2913,485000,house,3
17-11-2018,2615,530000,house,3
19-11-2018,2602,360000,house,2
20-11-2018,2914,488000,house,3
21-11-2018,2615,430200,house,2
22-11-2018,2905,405000,house,3
23-11-2018,2905,432000,house,3
24-11-2018,2905,485000,house,3
26-11-2018,2617,306000,house,1
27-11-2018,2906,433000,house,3
28-11-2018,2615,606810,house,4
29-11-2018,2913,398000,house,3
30-11-2018,2913,405000,house,3
01-12-2018,2615,492000,house,3
03-12-2018,2913,520000,house,3
04-12-2018,2615,480000,house,3
05-12-2018,2905,440000,house,3
06-12-2018,2617,431000,house,3
07-12-2018,2904,563000,house,3
08-12-2018,2606,517500,house,3
10-12-2018,2906,450000,house,3
11-12-2018,2614,458000,house,3
12-12-2018,2615,470000,house,3
13-12-2018,2617,300000,house,1
14-12-2018,2903,546000,house,3
15-12-2018,2913,348000,house,2
16-12-2018,2611,1000000,house,5
17-12-2018,2614,400000,house,3
18-12-2018,2617,517000,house,3
19-12-2018,2906,330000,house,2
20-12-2018,2617,545000,house,3
21-12-2018,2913,430000,house,2
22-12-2018,2602,750000,house,3
24-12-2018,2914,640000,house,4
01-01-2019,2904,591200,house,4
05-01-2019,2913,550000,house,3
07-01-2019,2914,468000,house,3
08-01-2019,2615,460000,house,3
09-01-2019,2906,460000,house,4
10-01-2019,2914,590000,house,3
11-01-2019,2903,571000,house,3
13-01-2019,2912,595000,house,3
14-01-2019,2614,379000,house,2
15-01-2019,2913,542000,house,3
16-01-2019,2903,555000,house,3
18-01-2019,2902,630000,house,4
19-01-2019,2617,665000,house,3
21-01-2019,2615,745000,house,4
22-01-2019,2617,510000,house,3
23-01-2019,2913,363500,house,2
24-01-2019,2914,432000,house,2
25-01-2019,2615,437000,house,3
29-01-2019,2914,550000,house,3
30-01-2019,2913,405000,house,2
31-01-2019,2615,445000,house,2
01-02-2019,2606,278000,house,2
02-02-2019,2615,550500,house,3
04-02-2019,2902,522500,house,3
05-02-2019,2602,430000,house,3
06-02-2019,2617,575000,house,3
07-02-2019,2615,405000,house,2
08-02-2019,2615,515000,house,3
09-02-2019,2603,1190000,house,4
11-02-2019,2906,460000,house,3
12-02-2019,2913,490000,house,3
13-02-2019,2906,540000,house,3
14-02-2019,2903,460000,house,3
15-02-2019,2905,533000,house,3
16-02-2019,2914,685000,house,3
17-02-2019,2607,850000,house,4
18-02-2019,2615,500000,house,4
19-02-2019,2606,375000,house,2
20-02-2019,2903,390010,house,3
21-02-2019,2614,540000,house,3
22-02-2019,2615,635000,house,3
23-02-2019,2904,770000,house,4
25-02-2019,2906,383000,house,2
26-02-2019,2902,573000,house,3
27-02-2019,2603,399800,house,1
28-02-2019,2615,422000,house,2
01-03-2019,2906,446000,house,3
02-03-2019,2617,470500,house,3
04-03-2019,2906,555000,house,3
05-03-2019,2914,470000,house,3
06-03-2019,2903,442000,house,3
07-03-2019,2902,510000,house,3
08-03-2019,2913,498000,house,3
09-03-2019,2605,650000,house,3
12-03-2019,2905,545000,house,3
13-03-2019,2903,607500,house,4
14-03-2019,2913,465000,house,3
15-03-2019,2602,440000,house,2
16-03-2019,2615,510000,house,3
18-03-2019,2903,637500,house,4
19-03-2019,2902,525000,house,3
20-03-2019,2615,490000,house,3
21-03-2019,2615,446500,house,3
22-03-2019,2913,465000,house,3
23-03-2019,2913,505000,house,3
25-03-2019,2611,340000,house,2
26-03-2019,2615,465000,house,3
27-03-2019,2903,535000,house,3
28-03-2019,2615,440000,house,3
29-03-2019,2615,540000,house,3
01-04-2019,2913,477000,house,3
02-04-2019,2615,445000,house,3
03-04-2019,2615,444000,house,3
04-04-2019,2906,470000,house,3
05-04-2019,2607,655000,house,3
06-04-2019,2617,682000,house,3
08-04-2019,2604,625500,house,2
09-04-2019,2905,495000,house,4
10-04-2019,2913,625000,house,3
11-04-2019,2611,567000,house,3
12-04-2019,2602,450000,house,2
13-04-2019,2615,465000,house,3
15-04-2019,2913,455000,house,3
16-04-2019,2914,475000,house,3
17-04-2019,2615,390000,house,2
18-04-2019,2905,420000,house,3
23-04-2019,2615,540000,house,2
24-04-2019,2615,450000,house,3
25-04-2019,2600,1225000,house,3
26-04-2019,2615,479000,house,3
27-04-2019,2904,730000,house,4
29-04-2019,2615,490000,house,3
30-04-2019,2614,703100,house,3
01-05-2019,2914,542500,house,4
02-05-2019,2913,450000,house,2
03-05-2019,2912,74000,house,4
04-05-2019,2615,665000,house,4
06-05-2019,2905,490000,house,3
07-05-2019,2903,560000,house,3
08-05-2019,2906,495000,house,3
09-05-2019,2914,656000,house,4
10-05-2019,2615,445000,house,3
11-05-2019,2602,882500,house,3
13-05-2019,2615,539000,house,3
14-05-2019,2913,580000,house,4
15-05-2019,2614,425000,house,3
16-05-2019,2914,422000,house,2
17-05-2019,2905,503000,house,3
18-05-2019,2602,785000,house,4
20-05-2019,2913,450000,house,3
21-05-2019,2602,900000,house,3
22-05-2019,2615,355000,house,2
23-05-2019,2905,566800,house,3
24-05-2019,2615,585000,house,3
25-05-2019,2615,521000,house,3
28-05-2019,2615,385000,house,3
29-05-2019,2913,502000,house,2
30-05-2019,2905,428000,house,3
31-05-2019,2914,515000,house,2
01-06-2019,2602,670000,house,2
03-06-2019,2913,540000,house,3
04-06-2019,2913,475000,house,3
05-06-2019,2606,305000,house,2
06-06-2019,2615,470000,house,3
07-06-2019,2913,650000,house,3
08-06-2019,2614,640000,house,3
10-06-2019,2913,390000,house,2
11-06-2019,2914,700000,house,4
12-06-2019,2605,848000,house,4
13-06-2019,2615,450000,house,3
14-06-2019,2615,575000,house,3
15-06-2019,2902,640000,house,4
17-06-2019,2913,505000,house,3
18-06-2019,2906,470000,house,3
19-06-2019,2615,606000,house,5
20-06-2019,2904,730000,house,4
21-06-2019,2615,455000,house,3
22-06-2019,2615,440000,house,3
24-06-2019,2903,535000,house,3
25-06-2019,2913,625000,house,4
26-06-2019,2617,615000,house,3
27-06-2019,2615,640000,house,4
28-06-2019,2617,750000,house,3
29-06-2019,2614,695000,house,3
01-07-2019,2607,335000,house,2
02-07-2019,2902,425000,house,3
03-07-2019,2615,441000,house,3
04-07-2019,2615,555000,house,3
05-07-2019,2615,424500,house,2
06-07-2019,2903,588750,house,3
08-07-2019,2906,445000,house,3
09-07-2019,2615,480000,house,3
10-07-2019,2905,465000,house,3
11-07-2019,2602,450000,house,3
12-07-2019,2905,560000,house,3
13-07-2019,2612,1462000,house,3
15-07-2019,2615,575000,house,4
16-07-2019,2615,425000,house,2
17-07-2019,2615,485000,house,3
18-07-2019,2905,585000,house,3
19-07-2019,2906,455000,house,3
20-07-2019,2617,505000,house,3
22-07-2019,2914,524000,house,3
23-07-2019,2914,425000,house,4
24-07-2019,2906,475000,house,3
25-07-2019,2913,421000,house,2
26-07-2019,2615,470000,house,3
27-07-2019,2905,610000,house,4
05-07-2007,2611,300000,unit,2
19-07-2007,2607,480000,unit,3
09-08-2007,2913,405000,unit,3
05-09-2007,2612,529000,unit,2
07-09-2007,2602,400000,unit,2
28-09-2007,2612,520000,unit,2
18-12-2007,2607,279950,unit,2
21-01-2008,2600,315000,unit,1
04-03-2008,2612,400000,unit,2
05-04-2008,2612,438000,unit,2
02-07-2008,2612,350000,unit,2
21-07-2008,2612,385000,unit,2
22-07-2008,2617,415000,unit,3
05-01-2009,2604,419950,unit,2
30-04-2009,2606,270000,unit,2
30-06-2009,2607,219000,unit,1
28-07-2009,2612,428500,unit,2
27-09-2009,2617,311000,unit,1
22-10-2009,2604,890000,unit,2
19-12-2009,2603,375100,unit,1
15-01-2010,2602,355100,unit,2
30-12-2010,2602,389000,unit,2
29-01-2011,2603,435000,unit,2
06-08-2011,2612,477000,unit,2
30-10-2011,2617,340000,unit,1
26-01-2012,2912,400000,unit,2
04-09-2012,2620,175253,unit,1
25-11-2012,2603,455000,unit,1
06-04-2013,2600,395000,unit,1
14-12-2014,2604,425000,unit,2
15-03-2015,2612,470000,unit,1
16-07-2015,2600,390000,unit,2
05-10-2015,2604,390000,unit,2
01-01-2016,2612,420000,unit,1
04-01-2016,2612,360000,unit,1
26-02-2017,2612,495000,unit,2
07-05-2017,2604,345000,unit,1
25-09-2017,2602,395000,unit,1
25-12-2017,2601,605000,unit,2
02-01-2018,2612,299000,unit,1
04-01-2018,2914,350000,unit,2
11-01-2018,2912,250000,unit,1
21-01-2018,2612,430000,unit,1
04-02-2018,2606,327500,unit,2
11-06-2018,2617,276500,unit,1
15-07-2018,2900,496500,unit,3
05-08-2018,2600,339500,unit,2
02-09-2018,2612,595000,unit,3
30-09-2018,2601,1110000,unit,3
19-04-2019,2612,350000,unit,1
